Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.4,79.6
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93.6,80.2
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.5,80
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.3,79.1
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.2,78.4
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 7,93.4,80.1
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 8,91.3,71.8
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 9,90.4,69.7
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.8,71.3
2018,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,83.4,61
2018,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,85.7,59.6
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,91.3,72.3
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,92.8,76.9
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,88.9,63.9
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,92.9,77.4
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,93.1,78.3
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,93,77.2
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,92.9,77.3
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,92.5,76.2
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,92.2,74.7
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,91.2,71.3
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,89.3,64.7
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,87.6,59.5
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,87.3,59.7
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,85.4,63.6
2018,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,85.7,61
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,91.3,72.7
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,92.7,77.3
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,89.6,66.3
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,92.5,75.6
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,93,79.2
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,93.1,78.1
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,93,77.7
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,92.6,77
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,92.4,76
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,91.6,73.3
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,89.7,66.7
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,88.8,62.5
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,88.1,62.4
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,86.1,56
2018,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,85,60.7
2018,Victoria,Government,All,Remote,All,Remote,Years 1-10,92.2,76
2018,Victoria,Government,All,Remote,All,Remote,Years 1-6,91.9,75.1
2018,Victoria,Government,All,Remote,All,Remote,Years 7-10,92.6,77.3
2018,Victoria,Government,All,Remote,All,Remote,Year 1,90.7,75.5
2018,Victoria,Government,All,Remote,All,Remote,Year 2,92.5,67.1
2018,Victoria,Government,All,Remote,All,Remote,Year 3,91.2,73.6
2018,Victoria,Government,All,Remote,All,Remote,Year 4,90.3,74.3
2018,Victoria,Government,All,Remote,All,Remote,Year 5,92.6,74.1
2018,Victoria,Government,All,Remote,All,Remote,Year 6,94.6,88.8
2018,Victoria,Government,All,Remote,All,Remote,Year 7,93.4,83.3
2018,Victoria,Government,All,Remote,All,Remote,Year 8,91.8,70
2018,Victoria,Government,All,Remote,All,Remote,Year 9,93.7,80.7
2018,Victoria,Government,All,Remote,All,Remote,Year 10,91.7,75.2
2018,Victoria,Government,All,All,All,1st Quarter,Years 1-10,90.4,69.3
2018,Victoria,Government,All,All,All,2nd Quarter,Years 1-10,91.7,73.7
2018,Victoria,Government,All,All,All,3rd Quarter,Years 1-10,92.8,77.7
2018,Victoria,Government,All,All,All,4th Quarter,Years 1-10,94.1,83.3
2018,Victoria,Government,All,All,All,All,Years 1-10,92.2,75.7
2018,Victoria,Government,All,All,All,All,Years 1-6,93.2,78.6
2018,Victoria,Government,All,All,All,All,Years 7-10,90.9,71.1
2018,Victoria,Government,All,All,All,All,Year 1,93,77.7
2018,Victoria,Government,All,All,All,All,Year 2,93.3,79.4
2018,Victoria,Government,All,All,All,All,Year 3,93.4,79.4
2018,Victoria,Government,All,All,All,All,Year 4,93.4,79.3
2018,Victoria,Government,All,All,All,All,Year 5,93.1,78.4
2018,Victoria,Government,All,All,All,All,Year 6,92.9,77.5
2018,Victoria,Government,All,All,All,All,Year 7,92.9,78
2018,Victoria,Government,All,All,All,All,Year 8,90.8,70.1
2018,Victoria,Government,All,All,All,All,Year 9,89.8,67.4
2018,Victoria,Government,All,All,All,All,Year 10,90,68.6
2018,Victoria,Government,All,All,All,All,Primary Ungraded,83.9,61.2
2018,Victoria,Government,All,All,All,All,Secondary Ungraded,85.6,60
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.8,82.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.1,83
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.4,81.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.8,81.4
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94,82.5
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.2,83.6
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.1,83.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.3,84.1
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94,82.8
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.6,85.9
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.4,80.8
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93,79
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,92.7,78.2
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,95.6,91.5
2018,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,89.8,68.4
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-10,92.5,77.1
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-6,92.9,77.8
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 7-10,92,76.2
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 1,92.7,76.9
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 2,92.9,78.1
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 3,93,78.2
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 4,93,79
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 5,92.8,77.8
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 6,92.7,76.9
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 7,93.6,81.9
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 8,91.8,75.1
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 9,91.6,74.2
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 10,90.8,73.2
2018,Victoria,All non-government,All,Inner Regional,All,Inner regional,Secondary Ungraded,81.3,48.3
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-10,92.8,77.4
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-6,92.7,77.2
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 7-10,93,77.6
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,92.2,73.6
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,93,77.4
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,92.9,78.3
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,92.9,81.3
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,92.8,77.6
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,92.4,74.7
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,93.9,84.5
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,91.7,71.9
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,94.4,81.8
2018,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,90.8,68.5
2018,Victoria,All non-government,All,All,All,1st Quarter,Years 1-10,88.5,70.7
2018,Victoria,All non-government,All,All,All,2nd Quarter,Years 1-10,92.5,76.2
2018,Victoria,All non-government,All,All,All,3rd Quarter,Years 1-10,92.8,77.3
2018,Victoria,All non-government,All,All,All,4th Quarter,Years 1-10,94.3,84.4
2018,Victoria,All non-government,All,All,All,All,Years 1-10,93.5,81
2018,Victoria,All non-government,All,All,All,All,Years 1-6,93.8,81.8
2018,Victoria,All non-government,All,All,All,All,Years 7-10,93.2,80.1
2018,Victoria,All non-government,All,All,All,All,Year 1,93.5,80.3
2018,Victoria,All non-government,All,All,All,All,Year 2,93.8,81.5
2018,Victoria,All non-government,All,All,All,All,Year 3,94,82.4
2018,Victoria,All non-government,All,All,All,All,Year 4,93.9,82.3
2018,Victoria,All non-government,All,All,All,All,Year 5,94,82.7
2018,Victoria,All non-government,All,All,All,All,Year 6,93.7,81.4
2018,Victoria,All non-government,All,All,All,All,Year 7,94.4,85.2
2018,Victoria,All non-government,All,All,All,All,Year 8,93.1,79.6
2018,Victoria,All non-government,All,All,All,All,Year 9,92.8,78.2
2018,Victoria,All non-government,All,All,All,All,Year 10,92.3,77.1
2018,Victoria,All non-government,All,All,All,All,Primary Ungraded,95.8,91.9
2018,Victoria,All non-government,All,All,All,All,Secondary Ungraded,89.1,66.9
2017,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,92.7,77.5
2017,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.5,80
2017,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,91.7,73.7
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.2,78.7
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.6,80.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93.7,80.8
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.6,80.2
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.6,80.8
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.4,79.3
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 7,93.7,81.1
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 8,91.7,73.1
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 9,90.6,69.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.9,71.2
2017,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,84.1,62.4
2017,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,86.8,62
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,91.8,73.8
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,93,77.8
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,89.7,66.3
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,93.1,77.9
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,93.2,78.6
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,93.4,79.3
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,93.2,78
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,92.9,77.6
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,92.5,75.5
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,92.2,75.3
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,89.8,65.8
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,88.4,61.6
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,88.5,62.7
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,85.6,64.1
2017,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,86.1,62.2
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,91.6,74.1
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,93,78.1
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,90.1,68.9
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,92.9,77.1
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,93,77.8
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,93.4,79.7
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,92.9,77.3
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,93.2,79.6
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,92.5,76.7
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,92.4,76.5
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,90.3,68.6
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,88.9,65.1
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,88.8,65.4
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,86.2,61.4
2017,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,82.2,57.9
2017,Victoria,Government,All,Remote,All,Remote,Years 1-10,91.7,72
2017,Victoria,Government,All,Remote,All,Remote,Years 1-6,92.7,75.3
2017,Victoria,Government,All,Remote,All,Remote,Years 7-10,90.2,67.5
2017,Victoria,Government,All,Remote,All,Remote,Year 1,92.7,80.4
2017,Victoria,Government,All,Remote,All,Remote,Year 2,91,67.5
2017,Victoria,Government,All,Remote,All,Remote,Year 3,93,69.3
2017,Victoria,Government,All,Remote,All,Remote,Year 4,92.6,75.3
2017,Victoria,Government,All,Remote,All,Remote,Year 5,93.6,81.7
2017,Victoria,Government,All,Remote,All,Remote,Year 6,93.8,79.8
2017,Victoria,Government,All,Remote,All,Remote,Year 7,89.4,61.5
2017,Victoria,Government,All,Remote,All,Remote,Year 8,91.2,68.8
2017,Victoria,Government,All,Remote,All,Remote,Year 9,91.2,71.9
2017,Victoria,Government,All,Remote,All,Remote,Year 10,88.6,65.9
2017,Victoria,Government,All,All,All,All,Years 1-10,92.5,76.6
2017,Victoria,Government,All,All,All,All,Years 1-6,93.4,79.5
2017,Victoria,Government,All,All,All,All,Years 7-10,91.2,72
2017,Victoria,Government,All,All,All,All,Year 1,93.2,78.5
2017,Victoria,Government,All,All,All,All,Year 2,93.5,79.9
2017,Victoria,Government,All,All,All,All,Year 3,93.6,80.4
2017,Victoria,Government,All,All,All,All,Year 4,93.5,79.6
2017,Victoria,Government,All,All,All,All,Year 5,93.5,80
2017,Victoria,Government,All,All,All,All,Year 6,93.1,78.4
2017,Victoria,Government,All,All,All,All,Year 7,93.3,79.7
2017,Victoria,Government,All,All,All,All,Year 8,91.2,71.4
2017,Victoria,Government,All,All,All,All,Year 9,90.1,67.6
2017,Victoria,Government,All,All,All,All,Year 10,90.4,69.3
2017,Victoria,Government,All,All,All,All,Primary Ungraded,84.4,62.6
2017,Victoria,Government,All,All,All,All,Secondary Ungraded,86.3,61.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,94,83
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.3,84
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.7,81.9
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.9,82.1
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.1,83.4
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.5,84.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.5,84.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.5,84.6
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.3,84.2
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.8,87
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.7,81.7
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.1,79.8
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93,79
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,93.9,78.5
2017,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,90.9,72.8
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-10,93.1,79.6
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-6,93.4,80.6
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 7-10,92.6,78.3
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 1,93,78.7
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 2,93.4,80.5
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 3,93.6,82.3
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 4,93.6,81.2
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 5,93.6,81.5
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 6,93.2,79
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 7,93.9,83.7
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 8,92.4,76.8
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 9,92.2,76.9
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 10,91.8,75.8
2017,Victoria,All non-government,All,Inner Regional,All,Inner regional,Secondary Ungraded,86.8,43.5
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-10,92.5,75.9
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-6,92.7,76.3
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 7-10,92.3,75.1
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,92.7,76.6
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,92.6,74.3
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,92.7,77.9
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,93.1,78.5
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,92.4,77.3
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,92.5,73.4
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,93.1,79.5
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,92.1,75.1
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,93.4,79.6
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,89.9,63.3
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Primary Ungraded,92.9,100
2017,Victoria,All non-government,All,Outer Regional,All,Outer regional,Secondary Ungraded,91.8,66.7
2017,Victoria,All non-government,All,All,All,All,Years 1-10,93.8,82.1
2017,Victoria,All non-government,All,All,All,All,Years 1-6,94.1,83
2017,Victoria,All non-government,All,All,All,All,Years 7-10,93.4,81
2017,Victoria,All non-government,All,All,All,All,Year 1,93.7,81.2
2017,Victoria,All non-government,All,All,All,All,Year 2,94,82.6
2017,Victoria,All non-government,All,All,All,All,Year 3,94.2,83.9
2017,Victoria,All non-government,All,All,All,All,Year 4,94.2,83.9
2017,Victoria,All non-government,All,All,All,All,Year 5,94.2,83.8
2017,Victoria,All non-government,All,All,All,All,Year 6,94,82.9
2017,Victoria,All non-government,All,All,All,All,Year 7,94.6,86.2
2017,Victoria,All non-government,All,All,All,All,Year 8,93.4,80.6
2017,Victoria,All non-government,All,All,All,All,Year 9,93,79.2
2017,Victoria,All non-government,All,All,All,All,Year 10,92.7,78.1
2017,Victoria,All non-government,All,All,All,All,Primary Ungraded,93.9,80.8
2017,Victoria,All non-government,All,All,All,All,Secondary Ungraded,90.6,69.5
2016,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,93.1,79.2
2016,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.8,81.6
2016,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,92.2,75.6
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.6,80.3
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.9,81.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 3,94.1,82.4
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.9,82
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.9,82
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.8,81.5
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 7,94,82.3
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 8,92,74.4
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 9,91.2,71.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Year 10,91.5,73.5
2016,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,84.6,65.8
2016,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,87,63.7
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,92,75.1
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,93.4,79.8
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,89.7,66.6
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,93.3,79.6
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,93.5,80.2
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,93.6,81.2
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,93.5,79.8
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,93.4,80
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,92.9,77.7
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,92.2,75.7
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,89.7,66.4
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,88.6,63.3
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,88.2,61.3
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,85.4,62.4
2016,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,85.7,62.7
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,91.9,75.3
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,93.1,79.1
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,90.6,70.5
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,92.9,78.3
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,93.1,79.2
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,93.5,81.7
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,93.2,79
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,92.9,77.9
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,93,78.5
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,92.4,76.9
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,90.7,71
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,89.8,67.6
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,89.4,66.3
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,86.8,60.9
2016,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,82.7,57
2016,Victoria,Government,All,Remote,All,Remote,Years 1-10,91.5,73.1
2016,Victoria,Government,All,Remote,All,Remote,Years 1-6,92.3,76.2
2016,Victoria,Government,All,Remote,All,Remote,Years 7-10,90.6,69.1
2016,Victoria,Government,All,Remote,All,Remote,Year 1,90.3,71.8
2016,Victoria,Government,All,Remote,All,Remote,Year 2,92.5,82.7
2016,Victoria,Government,All,Remote,All,Remote,Year 3,92.3,69.1
2016,Victoria,Government,All,Remote,All,Remote,Year 4,92.9,72.2
2016,Victoria,Government,All,Remote,All,Remote,Year 5,94.1,87.1
2016,Victoria,Government,All,Remote,All,Remote,Year 6,91.9,75
2016,Victoria,Government,All,Remote,All,Remote,Year 7,92.2,75.2
2016,Victoria,Government,All,Remote,All,Remote,Year 8,90.3,66.8
2016,Victoria,Government,All,Remote,All,Remote,Year 9,88.9,65.6
2016,Victoria,Government,All,Remote,All,Remote,Year 10,90.8,68.6
2016,Victoria,Government,All,All,All,All,Years 1-10,92.8,78.2
2016,Victoria,Government,All,All,All,All,Years 1-6,93.7,81.1
2016,Victoria,Government,All,All,All,All,Years 7-10,91.6,73.5
2016,Victoria,Government,All,All,All,All,Year 1,93.5,80.1
2016,Victoria,Government,All,All,All,All,Year 2,93.8,81.4
2016,Victoria,Government,All,All,All,All,Year 3,93.9,82.1
2016,Victoria,Government,All,All,All,All,Year 4,93.8,81.4
2016,Victoria,Government,All,All,All,All,Year 5,93.7,81.4
2016,Victoria,Government,All,All,All,All,Year 6,93.5,80.6
2016,Victoria,Government,All,All,All,All,Year 7,93.6,80.8
2016,Victoria,Government,All,All,All,All,Year 8,91.4,72.6
2016,Victoria,Government,All,All,All,All,Year 9,90.6,69.9
2016,Victoria,Government,All,All,All,All,Year 10,90.8,70.8
2016,Victoria,Government,All,All,All,All,Primary Ungraded,84.9,65
2016,Victoria,Government,All,All,All,All,Secondary Ungraded,86.5,63.1
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,94.2,84.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.9,82.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,94.2,83.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.5,85.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.6,85.9
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.7,86.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.7,86.5
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.6,85.6
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,95.1,87.8
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.9,82.2
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,93.5,81.4
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,93.2,80.3
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,92.6,70.1
2016,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,70.6,36.8
